user_id,date,session_type,lift,weight_lb,sets,reps,decision,reason_code,acceptable_min,acceptable_max,bw_lb,readiness,planned_deload,variation,substituted_to
U203,2025-10-09,UpperB,ohp,62.5,2,6,deload,deload_planned,61.25,63.75,203.3,low,True,,
U203,2025-10-10,LowerB,deadlift,197.5,2,4,deload,deload_planned,193.75,201.25,203.5,low,True,,
U203,2025-10-13,UpperA,bench,90.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,88.75,91.25,202.6,low,False,,
U203,2025-10-14,LowerA,squat,136.25,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,133.75,138.75,202.4,low,False,,
U203,2025-10-16,UpperB,ohp,58.75,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,57.5,60.0,203.0,low,False,,
U203,2025-10-17,LowerB,deadlift,182.5,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,178.75,186.25,203.1,low,False,,
U203,2025-10-20,UpperA,bench,81.25,2,6,deload,deload_plateau_or_fatigue,80.0,82.5,202.1,low,False,,
U203,2025-10-21,LowerA,squat,126.25,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,123.75,128.75,202.7,low,False,,
U203,2025-10-23,UpperB,ohp,55.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,53.75,56.25,202.7,low,False,,
U203,2025-10-24,LowerB,deadlift,163.75,2,4,deload,deload_plateau_or_fatigue,160.0,167.5,201.6,low,False,,
U203,2025-10-27,UpperA,bench,75.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,73.75,76.25,201.3,low,False,,
U203,2025-10-30,UpperB,ohp,50.0,2,6,deload,deload_plateau_or_fatigue,48.75,51.25,202.0,low,False,,
U203,2025-10-31,LowerB,deadlift,152.5,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,150.0,155.0,201.8,low,False,,
U203,2025-11-03,UpperA,bench,68.75,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,67.5,70.0,201.0,low,False,,
U203,2025-11-04,LowerA,squat,113.75,2,6,deload,deload_plateau_or_fatigue,111.25,116.25,200.6,good,False,,
U203,2025-11-06,UpperB,ohp,46.25,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,45.0,47.5,201.7,low,False,,
U203,2025-11-07,LowerB,deadlift,141.25,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,138.75,143.75,201.2,low,False,,
U203,2025-11-10,UpperA,bench,62.5,2,6,deload,deload_plateau_or_fatigue,61.25,63.75,201.1,low,False,,
U203,2025-11-11,LowerA,squat,107.5,4,6,decrease_small,hold_at_target_rpe_and_low_readiness,105.0,110.0,201.5,low,False,,
U203,2025-11-13,UpperB,ohp,42.5,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,41.25,43.75,201.7,low,False,,
U203,2025-11-14,LowerB,deadlift,127.5,2,4,deload,deload_plateau_or_fatigue,125.0,130.0,201.8,low,False,,
U203,2025-11-17,UpperA,bench,58.75,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,57.5,60.0,200.2,low,False,,
U203,2025-11-18,LowerA,squat,100.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,97.5,102.5,200.9,low,False,,
U203,2025-11-20,UpperB,ohp,38.75,2,6,deload,deload_plateau_or_fatigue,37.5,40.0,199.9,low,False,,
U203,2025-11-21,LowerB,deadlift,117.5,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,115.0,120.0,199.9,low,False,,
U203,2025-11-24,UpperA,bench,52.5,2,6,deload,deload_planned,51.25,53.75,200.0,low,True,,
U203,2025-11-25,LowerA,squat,90.0,2,6,deload,deload_planned,88.75,91.25,200.9,low,True,,
U203,2025-11-27,UpperB,ohp,35.0,2,6,deload,deload_planned,33.75,36.25,199.9,low,True,,
U203,2025-11-28,LowerB,deadlift,106.25,2,4,deload,deload_planned,103.75,108.75,199.6,low,True,,
U203,2025-12-01,UpperA,bench,48.75,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,47.5,50.0,199.2,low,False,,
U203,2025-12-02,LowerA,squat,82.5,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,81.25,83.75,200.6,low,False,,
U203,2025-12-04,UpperB,ohp,33.75,4,6,decrease_small,hold_at_target_rpe_and_low_readiness,32.5,35.0,199.8,low,False,,
U203,2025-12-05,LowerB,deadlift,98.75,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,96.25,101.25,200.3,low,False,,
U203,2025-12-08,UpperA,bench,43.75,2,6,deload,deload_plateau_or_fatigue,42.5,45.0,198.6,low,False,,
U203,2025-12-09,LowerA,squat,73.75,2,6,deload,deload_plateau_or_fatigue,72.5,75.0,198.6,low,False,,
U203,2025-12-11,UpperB,ohp,31.25,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,30.0,32.5,199.2,low,False,,
U203,2025-12-12,LowerB,deadlift,88.75,2,4,deload,deload_plateau_or_fatigue,87.5,90.0,200.1,low,False,,
U203,2025-12-15,UpperA,bench,40.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,38.75,41.25,198.2,low,False,,
U203,2025-12-16,LowerA,squat,68.75,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,67.5,70.0,198.6,low,False,,
U203,2025-12-18,UpperB,ohp,27.5,2,6,deload,deload_plateau_or_fatigue,26.25,28.75,199.3,low,False,,
U203,2025-12-19,LowerB,deadlift,80.0,2,4,deload,deload_plateau_or_fatigue,78.75,81.25,199.4,low,False,,
U204,2025-09-01,UpperHeavy,bench,291.25,3,3,prescribe,percent_1rm_rpe_target,285.0,297.5,197.7,good,False,,
U204,2025-09-01,UpperHeavy,ohp,168.75,3,5,prescribe,percent_1rm_rpe_target,165.0,172.5,197.7,good,False,,
U204,2025-09-02,LowerHeavy,deadlift,473.75,3,3,prescribe,percent_1rm_rpe_target,463.75,483.75,197.9,good,False,,
U204,2025-09-02,LowerHeavy,squat,396.25,3,3,prescribe,percent_1rm_rpe_target,388.75,403.75,197.9,good,False,,
U204,2025-09-04,UpperVolume,bench,262.5,2,8,deload,deload_plateau_or_fatigue,257.5,267.5,197.4,ok,False,,
U204,2025-09-05,LowerVolume,squat,356.25,2,6,deload,deload_plateau_or_fatigue,348.75,363.75,198.7,ok,False,,
U204,2025-09-08,UpperHeavy,bench,250.0,3,3,decrease_small,hold_at_target_rpe_and_low_readiness,245.0,255.0,197.6,low,False,,
U204,2025-09-08,UpperHeavy,ohp,161.25,3,5,decrease_small,increase_after_exceeding_reps_target_and_low_readiness,157.5,165.0,197.6,low,False,,
U204,2025-09-09,LowerHeavy,deadlift,455.0,3,3,decrease_small,increase_after_exceeding_reps_target_and_low_readiness,446.25,463.75,197.6,low,False,,
U204,2025-09-09,LowerHeavy,squat,338.75,3,3,decrease_small,hold_at_target_rpe_and_low_readiness,332.5,345.0,197.6,low,False,,
U204,2025-09-11,UpperVolume,bench,225.0,2,8,deload,deload_plateau_or_fatigue,220.0,230.0,198.1,ok,False,,
U204,2025-09-12,LowerVolume,squat,305.0,2,6,deload,deload_plateau_or_fatigue,298.75,311.25,198.3,good,False,,
U204,2025-09-15,UpperHeavy,bench,225.0,3,3,hold,hold_at_target_rpe,220.0,230.0,198.7,ok,False,,
U204,2025-09-15,UpperHeavy,ohp,157.5,3,5,decrease_small,decrease_small_after_grind_or_miss,153.75,161.25,198.7,ok,False,,
U204,2025-09-16,LowerHeavy,deadlift,421.25,3,3,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,412.5,430.0,198.8,low,False,,
U204,2025-09-16,LowerHeavy,squat,292.5,3,3,decrease_small,increase_after_exceeding_reps_target_and_low_readiness,286.25,298.75,198.8,low,False,,
U204,2025-09-18,UpperVolume,bench,202.5,2,8,deload,deload_plateau_or_fatigue,198.75,206.25,197.8,good,False,,
U204,2025-09-19,LowerVolume,squat,263.75,2,6,deload,deload_plateau_or_fatigue,258.75,268.75,197.6,ok,False,,
U204,2025-09-22,UpperHeavy,bench,182.5,2,3,deload,deload_planned,178.75,186.25,197.7,ok,True,,
U204,2025-09-22,UpperHeavy,ohp,141.25,2,5,deload,deload_planned,138.75,143.75,197.7,ok,True,,
U204,2025-09-23,LowerHeavy,deadlift,378.75,2,3,deload,deload_planned,371.25,386.25,198.0,low,True,,
U204,2025-09-23,LowerHeavy,squat,237.5,2,3,deload,deload_planned,232.5,242.5,198.0,low,True,,
U204,2025-09-25,UpperVolume,bench,163.75,2,8,deload,deload_planned,160.0,167.5,197.8,good,True,,
U204,2025-09-26,LowerVolume,squat,213.75,2,6,deload,deload_planned,210.0,217.5,198.0,ok,True,,
U204,2025-09-29,UpperHeavy,bench,156.25,3,3,decrease_small,increase_after_exceeding_reps_target_and_low_readiness,153.75,158.75,198.4,low,False,,
U204,2025-09-29,UpperHeavy,ohp,133.75,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,131.25,136.25,198.4,low,False,,
U204,2025-09-30,LowerHeavy,deadlift,350.0,3,3,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,342.5,357.5,198.1,low,False,,
U204,2025-09-30,LowerHeavy,squat,205.0,3,3,decrease_small,increase_after_exceeding_reps_target_and_low_readiness,201.25,208.75,198.1,low,False,,
U204,2025-10-02,UpperVolume,bench,140.0,2,8,deload,deload_plateau_or_fatigue,137.5,142.5,197.8,low,False,,
U204,2025-10-03,LowerVolume,squat,185.0,2,6,deload,deload_plateau_or_fatigue,181.25,188.75,197.9,low,False,,
U204,2025-10-06,UpperHeavy,bench,136.25,3,3,decrease_small,decrease_small_after_grind_or_miss,133.75,138.75,198.7,ok,False,,
U204,2025-10-06,UpperHeavy,ohp,130.0,3,5,decrease_small,decrease_small_after_grind_or_miss,127.5,132.5,198.7,ok,False,,
U204,2025-10-07,LowerHeavy,deadlift,315.0,2,3,deload,deload_plateau_or_fatigue,308.75,321.25,197.2,low,False,,
U204,2025-10-07,LowerHeavy,squat,171.25,3,3,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,167.5,175.0,197.2,low,False,,
U204,2025-10-09,UpperVolume,bench,126.25,4,8,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,123.75,128.75,197.3,low,False,,
U204,2025-10-10,LowerVolume,squat,158.75,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,155.0,162.5,197.8,low,False,,
U204,2025-10-13,UpperHeavy,bench,113.75,2,3,deload,deload_plateau_or_fatigue,111.25,116.25,198.3,ok,False,,
U204,2025-10-13,UpperHeavy,ohp,126.25,3,5,decrease_small,decrease_small_after_grind_or_miss,123.75,128.75,198.3,ok,False,,
U204,2025-10-14,LowerHeavy,deadlift,292.5,3,3,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,286.25,298.75,198.3,low,False,,
U204,2025-10-14,LowerHeavy,squat,151.25,3,3,decrease_small,hold_at_target_rpe_and_low_readiness,148.75,153.75,198.3,low,False,,
U204,2025-10-16,UpperVolume,bench,102.5,2,8,deload,deload_plateau_or_fatigue,100.0,105.0,197.8,ok,False,,
U204,2025-10-17,LowerVolume,squat,136.25,2,6,deload,deload_plateau_or_fatigue,133.75,138.75,198.3,ok,False,,
U204,2025-10-20,UpperHeavy,bench,87.5,2,3,deload,deload_planned_variation,86.25,88.75,197.6,ok,True,close_grip_bench,
U204,2025-10-20,UpperHeavy,ohp,113.75,2,5,deload,deload_planned,111.25,116.25,197.6,ok,True,,
U204,2025-10-21,LowerHeavy,deadlift,263.75,2,3,deload,deload_planned,258.75,268.75,198.7,low,True,,
U204,2025-10-21,LowerHeavy,squat,122.5,2,3,deload,deload_planned,120.0,125.0,198.7,low,True,,
U204,2025-10-23,UpperVolume,bench,75.0,2,8,deload,deload_planned_variation,73.75,76.25,198.3,good,True,close_grip_bench,
U204,2025-10-24,LowerVolume,squat,110.0,2,6,deload,deload_planned,107.5,112.5,198.0,ok,True,,
U204,2025-10-27,UpperHeavy,bench,72.5,3,3,increase,increase_after_exceeding_reps_target_variation,71.25,73.75,198.3,good,False,close_grip_bench,
U204,2025-10-27,UpperHeavy,ohp,113.75,3,5,hold,hold_at_target_rpe,111.25,116.25,198.3,good,False,,
U204,2025-10-28,LowerHeavy,deadlift,257.5,3,3,decrease_small,decrease_small_after_grind_or_miss,252.5,262.5,197.3,good,False,,
U204,2025-10-28,LowerHeavy,squat,111.25,3,3,increase,increase_after_exceeding_reps_target,108.75,113.75,197.3,good,False,,
U204,2025-10-30,UpperVolume,bench,61.25,2,8,deload,deload_plateau_or_fatigue_variation,60.0,62.5,198.6,ok,False,close_grip_bench,
U204,2025-10-31,LowerVolume,squat,100.0,2,6,deload,deload_plateau_or_fatigue,97.5,102.5,197.9,low,False,,
U204,2025-11-03,UpperHeavy,bench,58.75,3,3,hold,hold_at_target_rpe_variation,57.5,60.0,197.9,ok,False,close_grip_bench,
U204,2025-11-03,UpperHeavy,ohp,115.0,3,5,increase,increase_after_exceeding_reps_target,112.5,117.5,197.9,ok,False,,
U204,2025-11-04,LowerHeavy,deadlift,307.5,3,3,decrease_small,percent_1rm_rpe_target_and_low_readiness,301.25,313.75,198.1,low,False,,
U204,2025-11-04,LowerHeavy,squat,95.0,3,3,decrease_small,hold_at_target_rpe_and_low_readiness,92.5,97.5,198.1,low,False,,
U204,2025-11-10,UpperHeavy,bench,55.0,3,3,decrease_small,decrease_small_after_grind_or_miss_variation,53.75,56.25,197.6,good,False,close_grip_bench,
U204,2025-11-10,UpperHeavy,ohp,115.0,3,5,hold,hold_at_target_rpe,112.5,117.5,197.6,good,False,,
U204,2025-11-11,LowerHeavy,deadlift,276.25,2,3,deload,deload_plateau_or_fatigue,271.25,281.25,198.2,ok,False,,
U204,2025-11-11,LowerHeavy,squat,92.5,3,3,decrease_small,decrease_small_after_grind_or_miss,91.25,93.75,198.2,ok,False,,
U204,2025-11-13,UpperVolume,bench,48.75,4,8,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_variation,47.5,50.0,198.5,low,False,close_grip_bench,
U204,2025-11-14,LowerVolume,squat,83.75,2,6,deload,deload_plateau_or_fatigue,82.5,85.0,197.7,ok,False,,
U204,2025-11-17,UpperHeavy,bench,41.25,2,3,deload,deload_planned_variation,40.0,42.5,198.6,good,True,close_grip_bench,
U204,2025-11-17,UpperHeavy,ohp,103.75,2,5,deload,deload_planned,101.25,106.25,198.6,good,True,,
U204,2025-11-18,LowerHeavy,deadlift,248.75,2,3,deload,deload_planned,243.75,253.75,197.7,good,True,,
U204,2025-11-18,LowerHeavy,squat,75.0,2,3,deload,deload_planned,73.75,76.25,197.7,good,True,,
U204,2025-11-20,UpperVolume,bench,35.0,2,8,deload,deload_planned_variation,33.75,36.25,197.4,ok,True,close_grip_bench,
U204,2025-11-21,LowerVolume,squat,67.5,2,6,deload,deload_planned,66.25,68.75,198.0,low,True,,
U204,2025-11-24,UpperHeavy,bench,32.5,3,3,decrease_small,hold_at_target_rpe_and_low_readiness_variation,31.25,33.75,198.6,low,False,close_grip_bench,
U204,2025-11-24,UpperHeavy,ohp,98.75,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,96.25,101.25,198.6,low,False,,
U204,2025-11-25,LowerHeavy,deadlift,248.75,3,3,hold,hold_at_target_rpe,243.75,253.75,197.8,good,False,,
U204,2025-11-25,LowerHeavy,squat,66.25,3,3,decrease_small,decrease_small_after_grind_or_miss,65.0,67.5,197.8,good,False,,
U204,2025-11-27,UpperVolume,bench,27.5,2,8,deload,deload_plateau_or_fatigue_variation,26.25,28.75,198.4,low,False,close_grip_bench,
U204,2025-11-28,LowerVolume,squat,60.0,2,6,deload,deload_plateau_or_fatigue,58.75,61.25,198.4,low,False,,
U204,2025-12-01,UpperHeavy,bench,25.0,3,3,decrease_small,decrease_small_after_grind_or_miss_variation,23.75,26.25,198.3,good,False,close_grip_bench,
U204,2025-12-01,UpperHeavy,ohp,96.25,3,5,decrease_small,decrease_small_after_grind_or_miss,93.75,98.75,198.3,good,False,,
U204,2025-12-02,LowerHeavy,deadlift,248.75,3,3,hold,hold_at_target_rpe,243.75,253.75,198.1,ok,False,,
U204,2025-12-02,LowerHeavy,squat,58.75,3,3,decrease_small,decrease_small_after_grind_or_miss,57.5,60.0,198.1,ok,False,,
U204,2025-12-04,UpperVolume,bench,22.5,4,8,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_variation,21.25,23.75,198.3,low,False,close_grip_bench,
U204,2025-12-05,LowerVolume,squat,55.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,53.75,56.25,198.4,low,False,,
U204,2025-12-08,UpperHeavy,bench,18.75,2,3,deload,deload_plateau_or_fatigue_variation,17.5,20.0,198.2,low,False,close_grip_bench,
U204,2025-12-08,UpperHeavy,ohp,91.25,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,90.0,92.5,198.2,low,False,,
U204,2025-12-09,LowerHeavy,deadlift,223.75,2,3,deload,deload_plateau_or_fatigue,218.75,228.75,198.6,low,False,,
U204,2025-12-09,LowerHeavy,squat,52.5,3,3,decrease_small,hold_at_target_rpe_and_low_readiness,51.25,53.75,198.6,low,False,,
U204,2025-12-11,UpperVolume,bench,16.25,2,8,deload,deload_plateau_or_fatigue_variation,15.0,17.5,198.6,ok,False,close_grip_bench,
U204,2025-12-12,LowerVolume,squat,47.5,2,6,deload,deload_plateau_or_fatigue,46.25,48.75,198.8,ok,False,,
U204,2025-12-15,UpperHeavy,bench,13.75,2,3,deload,deload_planned_variation,12.5,15.0,197.4,ok,True,close_grip_bench,
U204,2025-12-15,UpperHeavy,ohp,82.5,2,5,deload,deload_planned,81.25,83.75,197.4,ok,True,,
U204,2025-12-16,LowerHeavy,deadlift,201.25,2,3,deload,deload_planned,197.5,205.0,197.8,ok,True,,
U204,2025-12-16,LowerHeavy,squat,42.5,2,3,deload,deload_planned,41.25,43.75,197.8,ok,True,,
U204,2025-12-18,UpperVolume,bench,12.5,2,8,deload,deload_planned_variation,11.25,13.75,197.8,good,True,close_grip_bench,
U204,2025-12-19,LowerVolume,squat,38.75,2,6,deload,deload_planned,37.5,40.0,198.6,ok,True,,
U205,2025-09-01,FB_A,bench,125.0,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,122.5,127.5,248.4,low,False,,
U205,2025-09-01,FB_A,squat,165.0,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,162.5,167.5,248.4,low,False,,
U205,2025-09-03,FB_B,deadlift,195.0,2,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,190.0,200.0,248.6,low,False,,
U205,2025-09-03,FB_B,ohp,80.0,3,5,decrease_small,percent_1rm_rpe_target_and_low_readiness,77.5,82.5,248.6,low,False,,
U205,2025-09-05,FB_A,bench,117.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,115.0,120.0,248.1,low,False,,
U205,2025-09-05,FB_A,squat,147.5,2,5,deload,deload_plateau_or_fatigue,145.0,150.0,248.1,low,False,,
U205,2025-09-08,FB_A,bench,110.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,107.5,112.5,247.8,low,False,,
U205,2025-09-08,FB_A,squat,137.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,135.0,140.0,247.8,low,False,,
U205,2025-09-10,FB_B,deadlift,175.0,1,5,deload,deload_plateau_or_fatigue,172.5,177.5,248.4,low,False,,
U205,2025-09-10,FB_B,ohp,72.5,2,5,deload,deload_plateau_or_fatigue,70.0,75.0,248.4,low,False,,
U205,2025-09-12,FB_A,bench,100.0,2,5,deload,deload_plateau_or_fatigue,97.5,102.5,248.3,low,False,,
U205,2025-09-12,FB_A,squat,130.0,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,127.5,132.5,248.3,low,False,,
U205,2025-09-15,FB_A,bench,90.0,2,5,deload,deload_plateau_or_fatigue,87.5,92.5,246.7,low,False,,
U205,2025-09-15,FB_A,squat,120.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,117.5,122.5,246.7,low,False,,
U205,2025-09-17,FB_B,deadlift,162.5,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,160.0,165.0,247.0,low,False,,
U205,2025-09-17,FB_B,ohp,67.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,65.0,70.0,247.0,low,False,,
U205,2025-09-19,FB_A,bench,82.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,80.0,85.0,247.9,low,False,,
U205,2025-09-19,FB_A,squat,112.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,110.0,115.0,247.9,low,False,,
U205,2025-09-22,FB_A,bench,75.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,72.5,77.5,246.6,low,False,,
U205,2025-09-22,FB_A,squat,100.0,2,5,deload,deload_plateau_or_fatigue,97.5,102.5,246.6,low,False,,
U205,2025-09-24,FB_B,deadlift,150.0,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,147.5,152.5,246.5,low,False,,
U205,2025-09-24,FB_B,ohp,62.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,60.0,65.0,246.5,low,False,,
U205,2025-09-26,FB_A,bench,67.5,2,5,deload,deload_plateau_or_fatigue,65.0,70.0,247.4,low,False,,
U205,2025-09-26,FB_A,squat,90.0,2,5,deload,deload_plateau_or_fatigue,87.5,92.5,247.4,low,False,,
U205,2025-09-29,FB_A,bench,60.0,2,5,deload,deload_planned,57.5,62.5,246.7,low,True,,
U205,2025-09-29,FB_A,squat,80.0,2,5,deload,deload_planned,77.5,82.5,246.7,low,True,,
U205,2025-10-01,FB_B,deadlift,135.0,1,5,deload,deload_planned,132.5,137.5,247.4,low,True,,
U205,2025-10-01,FB_B,ohp,55.0,2,5,deload,deload_planned,52.5,57.5,247.4,low,True,,
U205,2025-10-03,FB_A,bench,55.0,2,5,deload,deload_planned,52.5,57.5,246.9,low,True,,
U205,2025-10-03,FB_A,squat,72.5,2,5,deload,deload_planned,70.0,75.0,246.9,low,True,,
U205,2025-10-06,FB_A,bench,50.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,47.5,52.5,247.1,low,False,,
U205,2025-10-06,FB_A,squat,115.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,112.5,117.5,247.1,low,False,,leg_press
U205,2025-10-08,FB_B,deadlift,122.5,1,5,deload,deload_plateau_or_fatigue,120.0,125.0,247.2,low,False,,
U205,2025-10-08,FB_B,ohp,50.0,2,5,deload,deload_plateau_or_fatigue,47.5,52.5,247.2,low,False,,
U205,2025-10-10,FB_A,bench,47.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,45.0,50.0,246.5,low,False,,
U205,2025-10-10,FB_A,squat,182.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,180.0,185.0,246.5,low,False,,leg_press
U205,2025-10-13,FB_A,bench,42.5,2,5,deload,deload_plateau_or_fatigue,40.0,45.0,246.4,low,False,,
U205,2025-10-13,FB_A,squat,280.0,2,5,deload,deload_plateau_or_fatigue_substitution,275.0,285.0,246.4,low,False,,leg_press
U205,2025-10-15,FB_B,deadlift,115.0,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,112.5,117.5,245.6,low,False,,
U205,2025-10-15,FB_B,ohp,47.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,45.0,50.0,245.6,low,False,,
U205,2025-10-17,FB_A,bench,40.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,37.5,42.5,246.1,low,False,,
U205,2025-10-17,FB_A,squat,442.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,432.5,452.5,246.1,low,False,,leg_press
U205,2025-10-20,FB_A,bench,37.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,35.0,40.0,245.8,low,False,,
U205,2025-10-20,FB_A,squat,697.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,682.5,712.5,245.8,low,False,,leg_press
U205,2025-10-22,FB_B,deadlift,107.5,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,105.0,110.0,245.1,low,False,,
U205,2025-10-22,FB_B,ohp,45.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,42.5,47.5,245.1,low,False,,
U205,2025-10-24,FB_A,bench,35.0,2,5,deload,deload_plateau_or_fatigue,32.5,37.5,245.3,low,False,,
U205,2025-10-24,FB_A,squat,1067.5,2,5,deload,deload_plateau_or_fatigue_substitution,1045.0,1090.0,245.3,low,False,,leg_press
U205,2025-10-27,FB_A,bench,32.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,30.0,35.0,245.4,low,False,,
U205,2025-10-27,FB_A,squat,1680.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,1647.5,1712.5,245.4,low,False,,leg_press
U205,2025-10-29,FB_B,deadlift,97.5,1,5,deload,deload_plateau_or_fatigue,95.0,100.0,245.6,low,False,,
U205,2025-10-29,FB_B,ohp,40.0,2,5,deload,deload_plateau_or_fatigue,37.5,42.5,245.6,low,False,,
U205,2025-10-31,FB_A,bench,30.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,27.5,32.5,245.6,low,False,,
U205,2025-10-31,FB_A,squat,2642.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,2590.0,2695.0,245.6,low,False,,leg_press
U205,2025-11-03,FB_A,bench,27.5,2,5,deload,deload_plateau_or_fatigue,25.0,30.0,244.7,low,False,,
U205,2025-11-03,FB_A,squat,4042.5,2,5,deload,deload_plateau_or_fatigue_substitution,3962.5,4122.5,244.7,low,False,,leg_press
U205,2025-11-05,FB_B,deadlift,90.0,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,87.5,92.5,245.8,low,False,,
U205,2025-11-05,FB_B,ohp,37.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,35.0,40.0,245.8,low,False,,
U205,2025-11-07,FB_A,bench,25.0,2,5,deload,deload_plateau_or_fatigue,22.5,27.5,244.6,low,False,,
U205,2025-11-07,FB_A,squat,6367.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,6240.0,6495.0,244.6,low,False,,leg_press
U205,2025-11-10,FB_A,bench,22.5,2,5,deload,deload_planned,20.0,25.0,245.2,low,True,,
U205,2025-11-10,FB_A,squat,9740.0,2,5,deload,deload_planned_substitution,9545.0,9935.0,245.2,low,True,,leg_press
U205,2025-11-12,FB_B,deadlift,80.0,1,5,deload,deload_planned,77.5,82.5,244.2,low,True,,
U205,2025-11-12,FB_B,ohp,35.0,2,5,deload,deload_planned,32.5,37.5,244.2,low,True,,
U205,2025-11-14,FB_A,bench,20.0,2,5,deload,deload_planned,17.5,22.5,244.5,low,True,,
U205,2025-11-14,FB_A,squat,14900.0,2,5,deload,deload_planned_substitution,14602.5,15197.5,244.5,low,True,,leg_press
U205,2025-11-17,FB_A,bench,20.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,17.5,22.5,245.1,low,False,,
U205,2025-11-17,FB_A,squat,23460.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,22990.0,23930.0,245.1,low,False,,leg_press
U205,2025-11-19,FB_B,deadlift,72.5,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,70.0,75.0,245.2,low,False,,
