test_id,category,sex,experience,bw,step,lift,weight_lb,sets,reps,decision,reason,adj
variations-P5-07-variation_primary,substitution,female,intermediate,152.0,2.5,pause_bench,115.0,4,5,hold,hold_under_uncertainty_variation,none
variations-P5-07-variation_primary,substitution,female,intermediate,152.0,2.5,rdl,185.0,3,8,hold,hold_under_uncertainty_variation,none
variations-P5-08-variation_primary,substitution,female,intermediate,152.0,2.5,front_squat,175.0,4,5,hold,hold_under_uncertainty_variation,none
variations-P5-08-variation_primary,substitution,female,intermediate,152.0,2.5,pause_bench,115.0,4,5,hold,hold_under_uncertainty_variation,none
variations-P5-08-variation_primary,substitution,female,intermediate,152.0,2.5,rdl,185.0,3,8,hold,hold_under_uncertainty_variation,none
variations-P5-09-variation_primary,substitution,female,intermediate,152.0,2.5,front_squat,175.0,4,5,hold,hold_under_uncertainty_variation,none
variations-P5-09-variation_primary,substitution,female,intermediate,152.0,2.5,pause_bench,115.0,4,5,hold,hold_under_uncertainty_variation,none
variations-P5-09-variation_primary,substitution,female,intermediate,152.0,2.5,rdl,185.0,3,8,hold,hold_under_uncertainty_variation,none
variations-P5-10-return,substitution,female,intermediate,152.0,2.5,squat,195.0,3,5,decrease_small,return_to_standard_after_variation_ramp_5pct,breakReset
variations-P5-10-return,substitution,female,intermediate,152.0,2.5,bench,120.0,3,5,decrease_small,return_to_standard_after_variation_ramp_5pct,breakReset
variations-P5-10-return,substitution,female,intermediate,152.0,2.5,rdl,185.0,3,8,hold,hold_under_uncertainty_variation,none
variations-P5-11-return,substitution,female,intermediate,152.0,2.5,squat,185.0,3,5,decrease_small,return_to_standard_after_variation_ramp_5pct,breakReset
variations-P5-11-return,substitution,female,intermediate,152.0,2.5,bench,115.0,3,5,decrease_small,return_to_standard_after_variation_ramp_5pct,breakReset
variations-P5-11-return,substitution,female,intermediate,152.0,2.5,trap_bar_deadlift,245.0,3,4,hold,hold_under_uncertainty_variation,none
