test_id,user_id,date,category,lift,decision,prescribed_weight_lb,target_reps,adjustment_kind,plate_profile
U401-2025-11-29-upper,U401,2025-11-29,cut_maintenance,row,decrease_small,65.0,10,none,standard_2.5
U401-2025-12-03-lower,U401,2025-12-03,cut_maintenance,squat,hold,157.5,5,none,standard_2.5
U401-2025-12-03-lower,U401,2025-12-03,cut_maintenance,row,hold,65.0,8,none,standard_2.5
U401-2025-12-06-upper,U401,2025-12-06,cut_maintenance,bench,increase,125.0,6,none,standard_2.5
U401-2025-12-06-upper,U401,2025-12-06,cut_maintenance,row,decrease_small,62.5,10,none,standard_2.5
U402-2025-09-01-isodp,U402,2025-09-01,isolation_dp,bench,estimate,70.0,8,none,standard_dumbbells
U402-2025-09-01-isodp,U402,2025-09-01,isolation_dp,lateral_raise,estimate,45.0,12,none,standard_dumbbells
U402-2025-09-01-isodp,U402,2025-09-01,isolation_dp,biceps_curl,estimate,45.0,10,none,standard_dumbbells
U402-2025-09-01-isodp,U402,2025-09-01,isolation_dp,triceps_pressdown,estimate,45.0,12,none,standard_dumbbells
U402-2025-09-04-isodp,U402,2025-09-04,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-09-04-isodp,U402,2025-09-04,isolation_dp,lateral_raise,hold,45.0,13,none,standard_dumbbells
U402-2025-09-04-isodp,U402,2025-09-04,isolation_dp,biceps_curl,hold,45.0,11,none,standard_dumbbells
U402-2025-09-04-isodp,U402,2025-09-04,isolation_dp,triceps_pressdown,hold,45.0,13,none,standard_dumbbells
U402-2025-09-08-isodp,U402,2025-09-08,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-09-08-isodp,U402,2025-09-08,isolation_dp,lateral_raise,hold,45.0,14,none,standard_dumbbells
U402-2025-09-08-isodp,U402,2025-09-08,isolation_dp,biceps_curl,hold,45.0,12,none,standard_dumbbells
U402-2025-09-08-isodp,U402,2025-09-08,isolation_dp,triceps_pressdown,hold,45.0,14,none,standard_dumbbells
U402-2025-09-11-isodp,U402,2025-09-11,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-09-11-isodp,U402,2025-09-11,isolation_dp,lateral_raise,hold,45.0,15,none,standard_dumbbells
U402-2025-09-11-isodp,U402,2025-09-11,isolation_dp,biceps_curl,hold,45.0,13,none,standard_dumbbells
U402-2025-09-11-isodp,U402,2025-09-11,isolation_dp,triceps_pressdown,hold,45.0,15,none,standard_dumbbells
U402-2025-09-15-isodp,U402,2025-09-15,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-09-15-isodp,U402,2025-09-15,isolation_dp,lateral_raise,hold,45.0,16,none,standard_dumbbells
U402-2025-09-15-isodp,U402,2025-09-15,isolation_dp,biceps_curl,hold,45.0,14,none,standard_dumbbells
U402-2025-09-15-isodp,U402,2025-09-15,isolation_dp,triceps_pressdown,hold,45.0,16,none,standard_dumbbells
U402-2025-09-18-isodp,U402,2025-09-18,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-09-18-isodp,U402,2025-09-18,isolation_dp,lateral_raise,hold,45.0,17,none,standard_dumbbells
U402-2025-09-18-isodp,U402,2025-09-18,isolation_dp,biceps_curl,hold,45.0,15,none,standard_dumbbells
U402-2025-09-18-isodp,U402,2025-09-18,isolation_dp,triceps_pressdown,hold,45.0,17,none,standard_dumbbells
U402-2025-09-22-isodp,U402,2025-09-22,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-09-22-isodp,U402,2025-09-22,isolation_dp,lateral_raise,hold,45.0,18,none,standard_dumbbells
U402-2025-09-22-isodp,U402,2025-09-22,isolation_dp,biceps_curl,increase,47.5,10,none,standard_dumbbells
U402-2025-09-22-isodp,U402,2025-09-22,isolation_dp,triceps_pressdown,hold,45.0,18,none,standard_dumbbells
U402-2025-09-25-isodp,U402,2025-09-25,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-09-25-isodp,U402,2025-09-25,isolation_dp,lateral_raise,increase,47.5,12,none,standard_dumbbells
U402-2025-09-25-isodp,U402,2025-09-25,isolation_dp,biceps_curl,hold,47.5,11,none,standard_dumbbells
U402-2025-09-25-isodp,U402,2025-09-25,isolation_dp,triceps_pressdown,hold,45.0,19,none,standard_dumbbells
U402-2025-09-29-isodp,U402,2025-09-29,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-09-29-isodp,U402,2025-09-29,isolation_dp,lateral_raise,hold,47.5,13,none,standard_dumbbells
U402-2025-09-29-isodp,U402,2025-09-29,isolation_dp,biceps_curl,hold,47.5,12,none,standard_dumbbells
U402-2025-09-29-isodp,U402,2025-09-29,isolation_dp,triceps_pressdown,hold,45.0,20,none,standard_dumbbells
U402-2025-10-02-isodp,U402,2025-10-02,isolation_dp,bench,hold,70.0,8,none,coarse_dumbbells
U402-2025-10-02-isodp,U402,2025-10-02,isolation_dp,lateral_raise,hold,47.5,14,none,coarse_dumbbells
U402-2025-10-02-isodp,U402,2025-10-02,isolation_dp,biceps_curl,hold,47.5,13,none,coarse_dumbbells
U402-2025-10-02-isodp,U402,2025-10-02,isolation_dp,triceps_pressdown,increase,50.0,12,none,coarse_dumbbells
U402-2025-10-06-isodp,U402,2025-10-06,isolation_dp,bench,hold,70.0,8,substitution,standard_dumbbells
U402-2025-10-06-isodp,U402,2025-10-06,isolation_dp,lateral_raise,hold,47.5,15,none,standard_dumbbells
U402-2025-10-06-isodp,U402,2025-10-06,isolation_dp,biceps_curl,hold,47.5,14,none,standard_dumbbells
U402-2025-10-06-isodp,U402,2025-10-06,isolation_dp,triceps_pressdown,hold,50.0,13,none,standard_dumbbells
U402-2025-10-09-isodp,U402,2025-10-09,isolation_dp,bench,hold,70.0,8,none,coarse_dumbbells
U402-2025-10-09-isodp,U402,2025-10-09,isolation_dp,lateral_raise,hold,47.5,14,none,coarse_dumbbells
U402-2025-10-09-isodp,U402,2025-10-09,isolation_dp,biceps_curl,hold,47.5,15,none,coarse_dumbbells
U402-2025-10-09-isodp,U402,2025-10-09,isolation_dp,triceps_pressdown,hold,50.0,14,none,coarse_dumbbells
U402-2025-10-13-isodp,U402,2025-10-13,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-10-13-isodp,U402,2025-10-13,isolation_dp,lateral_raise,hold,47.5,15,none,standard_dumbbells
U402-2025-10-13-isodp,U402,2025-10-13,isolation_dp,biceps_curl,increase,50.0,10,none,standard_dumbbells
U402-2025-10-13-isodp,U402,2025-10-13,isolation_dp,triceps_pressdown,hold,50.0,15,none,standard_dumbbells
U402-2025-10-16-isodp,U402,2025-10-16,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-10-16-isodp,U402,2025-10-16,isolation_dp,lateral_raise,hold,47.5,14,none,standard_dumbbells
U402-2025-10-16-isodp,U402,2025-10-16,isolation_dp,biceps_curl,hold,50.0,11,none,standard_dumbbells
U402-2025-10-16-isodp,U402,2025-10-16,isolation_dp,triceps_pressdown,hold,50.0,16,none,standard_dumbbells
U402-2025-10-20-isodp,U402,2025-10-20,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-10-20-isodp,U402,2025-10-20,isolation_dp,lateral_raise,deload,42.5,12,deload,standard_dumbbells
U402-2025-10-20-isodp,U402,2025-10-20,isolation_dp,biceps_curl,hold,50.0,12,none,standard_dumbbells
U402-2025-10-20-isodp,U402,2025-10-20,isolation_dp,triceps_pressdown,hold,50.0,17,none,standard_dumbbells
U402-2025-10-23-isodp,U402,2025-10-23,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-10-23-isodp,U402,2025-10-23,isolation_dp,lateral_raise,hold,42.5,13,none,standard_dumbbells
U402-2025-10-23-isodp,U402,2025-10-23,isolation_dp,biceps_curl,hold,50.0,13,none,standard_dumbbells
U402-2025-10-23-isodp,U402,2025-10-23,isolation_dp,triceps_pressdown,hold,50.0,18,none,standard_dumbbells
U402-2025-10-27-isodp,U402,2025-10-27,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-10-27-isodp,U402,2025-10-27,isolation_dp,lateral_raise,hold,42.5,14,none,standard_dumbbells
U402-2025-10-27-isodp,U402,2025-10-27,isolation_dp,biceps_curl,hold,50.0,14,none,standard_dumbbells
U402-2025-10-27-isodp,U402,2025-10-27,isolation_dp,triceps_pressdown,hold,50.0,19,none,standard_dumbbells
U402-2025-10-30-isodp,U402,2025-10-30,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-10-30-isodp,U402,2025-10-30,isolation_dp,lateral_raise,hold,42.5,15,none,standard_dumbbells
U402-2025-10-30-isodp,U402,2025-10-30,isolation_dp,biceps_curl,hold,50.0,15,none,standard_dumbbells
U402-2025-10-30-isodp,U402,2025-10-30,isolation_dp,triceps_pressdown,hold,50.0,20,none,standard_dumbbells
U402-2025-11-03-isodp,U402,2025-11-03,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-11-03-isodp,U402,2025-11-03,isolation_dp,lateral_raise,hold,42.5,16,none,standard_dumbbells
U402-2025-11-03-isodp,U402,2025-11-03,isolation_dp,biceps_curl,hold,50.0,15,none,standard_dumbbells
U402-2025-11-03-isodp,U402,2025-11-03,isolation_dp,triceps_pressdown,increase,52.5,12,none,standard_dumbbells
U402-2025-11-06-isodp,U402,2025-11-06,isolation_dp,bench,hold,70.0,8,none,standard_dumbbells
U402-2025-11-06-isodp,U402,2025-11-06,isolation_dp,lateral_raise,hold,42.5,17,none,standard_dumbbells
U402-2025-11-06-isodp,U402,2025-11-06,isolation_dp,biceps_curl,increase,52.5,10,none,standard_dumbbells
U402-2025-11-06-isodp,U402,2025-11-06,isolation_dp,triceps_pressdown,hold,52.5,13,none,standard_dumbbells
U500-2025-09-07-varsub,U500,2025-09-07,variation_substitution,squat,estimate,175.0,5,none,standard_2.5
U500-2025-09-14-varsub,U500,2025-09-14,variation_substitution,squat,hold,175.0,5,none,standard_2.5
U500-2025-09-21-varsub,U500,2025-09-21,variation_substitution,front_squat,estimate,120.0,5,none,standard_2.5
U500-2025-09-28-varsub,U500,2025-09-28,variation_substitution,front_squat,hold,120.0,5,none,standard_2.5
U500-2025-10-05-varsub,U500,2025-10-05,variation_substitution,front_squat,hold,120.0,5,none,standard_2.5
U500-2025-10-12-varsub,U500,2025-10-12,variation_substitution,front_squat,hold,120.0,5,none,standard_2.5
U500-2025-10-19-varsub,U500,2025-10-19,variation_substitution,front_squat,deload,107.5,5,deload,standard_2.5
U500-2025-10-26-varsub,U500,2025-10-26,variation_substitution,leg_press,estimate,120.0,10,none,standard_2.5
U500-2025-11-02-varsub,U500,2025-11-02,variation_substitution,squat,hold,175.0,5,none,standard_2.5
U500-2025-11-09-varsub,U500,2025-11-09,variation_substitution,squat,hold,175.0,5,none,standard_2.5
U501-2025-09-08-messy,U501,2025-09-08,messy_adherence,bench,estimate,60.0,5,none,standard_2.5
U501-2025-09-11-messy,U501,2025-09-11,messy_adherence,bench,hold,60.0,5,none,standard_2.5
U501-2025-09-22-messy,U501,2025-09-22,messy_adherence,bench,hold,60.0,5,none,standard_2.5
U501-2025-09-25-messy,U501,2025-09-25,messy_adherence,bench,hold,60.0,5,none,standard_2.5
U502-2025-09-13-conflict,U502,2025-09-13,cross_signal_conflict,bench,hold,245.0,3,readinessCut,micro_1.25
