user_id,date,session_type,lift,variation,substituted_to,sets,reps,weight_lb,decision,delta_lb,reason_code,bw_lb,sleep,hrv,rhr,soreness
U104,2025-11-13,UpperVolume,bench,close_grip_bench,,4,8,101.25,deload,-16.25,deload_after_plateau_variation,195.5,7.5,53,59,4
U104,2025-11-14,LowerVolume,squat,,,4,6,173.75,deload,-18.75,deload_after_plateau,195.0,6.7,59,53,4
U104,2025-11-17,UpperHeavy,bench,close_grip_bench,,3,3,96.25,hold,-5.0,hold_at_target_rpe_variation,194.6,7.1,49,54,9
U104,2025-11-17,UpperHeavy,ohp,,,3,5,126.25,hold,0.0,hold_at_target_rpe,194.6,7.1,49,54,9
U104,2025-11-18,LowerHeavy,deadlift,,,3,3,267.5,deload,-30.0,deload_after_plateau,194.9,4.8,59,59,5
U104,2025-11-18,LowerHeavy,squat,,,3,3,176.25,increase,2.5,progress,194.9,4.8,59,59,5
U104,2025-11-20,UpperVolume,bench,close_grip_bench,,4,8,82.5,deload,-13.75,deload_after_plateau_variation,194.3,5.1,47,61,6
U104,2025-11-21,LowerVolume,squat,,,4,6,167.5,decrease_small,-8.75,hold_at_target_rpe_and_low_readiness,195.3,5.6,53,58,8
U104,2025-11-24,UpperHeavy,bench,close_grip_bench,,3,3,70.0,deload,-12.5,deload_planned_variation,194.8,5.2,47,55,8
U104,2025-11-24,UpperHeavy,ohp,,,3,5,113.75,deload,-12.5,deload_planned,194.8,5.2,47,55,8
U104,2025-11-25,LowerHeavy,deadlift,,,3,3,241.25,deload,-26.25,deload_planned,194.9,5.9,42,58,5
U104,2025-11-25,LowerHeavy,squat,,,3,3,151.25,deload,-16.25,deload_planned,194.9,5.9,42,58,5
U104,2025-11-27,UpperVolume,bench,close_grip_bench,,4,8,60.0,deload,-10.0,deload_planned_variation,195.5,5.8,52,58,8
U104,2025-11-28,LowerVolume,squat,,,4,6,136.25,deload,-15.0,deload_planned,194.3,5.2,61,63,9
U104,2025-12-01,UpperHeavy,bench,close_grip_bench,,3,3,51.25,deload,-8.75,deload_after_plateau_variation,195.4,6.9,48,61,7
U104,2025-12-01,UpperHeavy,ohp,,,3,5,102.5,deload,-11.25,deload_after_plateau,195.4,6.9,48,61,7
U104,2025-12-02,LowerHeavy,deadlift,,,3,3,241.25,hold,0.0,hold_at_target_rpe,194.9,6.4,54,59,5
U104,2025-12-02,LowerHeavy,squat,,,3,3,136.25,hold,0.0,hold_at_target_rpe,194.9,6.4,54,59,5
U104,2025-12-08,UpperHeavy,bench,close_grip_bench,,3,3,43.75,deload,-7.5,deload_after_plateau_variation,195.4,6.1,56,58,1
U104,2025-12-08,UpperHeavy,ohp,,,3,5,92.5,deload,-10.0,deload_after_plateau,195.4,6.1,56,58,1
U104,2025-12-09,LowerHeavy,deadlift,,,3,3,241.25,hold,0.0,hold_at_target_rpe,195.6,5.7,56,65,3
U104,2025-12-09,LowerHeavy,squat,,,3,3,136.25,hold,0.0,hold_at_target_rpe,195.6,5.7,56,65,3
U104,2025-12-11,UpperVolume,bench,close_grip_bench,,4,8,37.5,deload,-6.25,deload_after_plateau_variation,194.9,6.0,62,62,2
U104,2025-12-12,LowerVolume,squat,,,4,6,122.5,deload,-13.75,deload_after_plateau,194.8,6.1,60,55,5
U104,2025-12-15,UpperHeavy,bench,close_grip_bench,,3,3,35.0,decrease_small,-2.5,progress_and_low_readiness_variation,195.5,4.8,43,66,3
U104,2025-12-15,UpperHeavy,ohp,,,3,5,90.0,decrease_small,-2.5,progress_and_low_readiness,195.5,4.8,43,66,3
U104,2025-12-16,LowerHeavy,deadlift,,,3,3,217.5,deload,-23.75,deload_after_plateau,194.6,6.8,59,62,10
U104,2025-12-16,LowerHeavy,squat,,,3,3,125.0,increase,2.5,progress,194.6,6.8,59,62,10
U104,2025-12-18,UpperVolume,bench,close_grip_bench,,4,8,30.0,deload,-5.0,deload_after_plateau_variation,195.5,6.5,57,57,3
U104,2025-12-19,LowerVolume,squat,,,4,6,112.5,deload,-12.5,deload_after_plateau,195.2,6.0,58,53,1
U104,2025-12-22,UpperHeavy,bench,close_grip_bench,,3,3,26.25,deload,-3.75,deload_planned_variation,195.7,5.6,62,62,7
U104,2025-12-22,UpperHeavy,ohp,,,3,5,81.25,deload,-8.75,deload_planned,195.7,5.6,62,62,7
U104,2025-12-23,LowerHeavy,deadlift,,,3,3,196.25,deload,-21.25,deload_planned,195.3,6.0,49,60,5
U104,2025-12-23,LowerHeavy,squat,,,3,3,101.25,deload,-11.25,deload_planned,195.3,6.0,49,60,5
U104,2025-12-25,UpperVolume,bench,close_grip_bench,,4,8,22.5,deload,-3.75,deload_planned_variation,195.6,5.6,56,60,6
U104,2025-12-26,LowerVolume,squat,,,4,6,91.25,deload,-10.0,deload_planned,194.5,5.3,49,55,10
U105,2025-10-06,FB_A,bench,,,3,5,120.0,decrease_small,-5.0,hold_at_target_rpe_and_low_readiness,249.8,5.2,49,75,4
U105,2025-10-06,FB_A,squat,,,3,5,140.0,decrease_small,-7.5,hold_at_target_rpe_and_low_readiness,249.8,5.2,49,75,4
U105,2025-10-08,FB_B,deadlift,,,3,5,167.5,decrease_small,-10.0,hold_at_target_rpe_and_low_readiness,250.2,4.8,34,81,4
U105,2025-10-08,FB_B,ohp,,,3,5,75.0,decrease_small,-5.0,hold_at_target_rpe_and_low_readiness,250.2,4.8,34,81,4
U105,2025-10-10,FB_A,bench,,,3,5,107.5,deload,-12.5,deload_after_plateau,249.9,4.8,42,82,7
U105,2025-10-10,FB_A,squat,,,3,5,125.0,deload,-15.0,deload_after_plateau,249.9,4.8,42,82,7
U105,2025-10-13,FB_A,bench,,,3,5,97.5,deload,-10.0,deload_after_plateau,249.6,4.8,42,76,7
U105,2025-10-13,FB_A,squat,,,3,5,112.5,deload,-12.5,deload_after_plateau,249.6,4.8,42,76,7
U105,2025-10-15,FB_B,deadlift,,,3,5,150.0,deload,-17.5,deload_after_plateau,249.8,4.8,32,88,7
U105,2025-10-15,FB_B,ohp,,,3,5,67.5,deload,-7.5,deload_after_plateau,249.8,4.8,32,88,7
U105,2025-10-17,FB_A,bench,,,3,5,87.5,deload,-10.0,deload_after_plateau,250.2,4.8,42,82,5
U105,2025-10-17,FB_A,squat,,,3,5,100.0,deload,-12.5,deload_after_plateau,250.2,4.8,42,82,5
U105,2025-10-20,FB_A,bench,,,3,5,80.0,deload,-7.5,deload_planned,249.1,5.8,36,83,5
U105,2025-10-20,FB_A,squat,,,3,5,90.0,deload,-10.0,deload_planned,249.1,5.8,36,83,5
U105,2025-10-22,FB_B,deadlift,,,3,5,135.0,deload,-15.0,deload_planned,249.3,5.8,34,79,4
U105,2025-10-22,FB_B,ohp,,,3,5,60.0,deload,-7.5,deload_planned,249.3,5.8,34,79,4
U105,2025-10-24,FB_A,bench,,,3,5,72.5,deload,-7.5,deload_planned,249.5,4.8,30,76,10
U105,2025-10-24,FB_A,squat,,,3,5,80.0,deload,-10.0,deload_planned,249.5,4.8,30,76,10
U105,2025-10-27,FB_A,bench,,,3,5,65.0,deload,-7.5,deload_after_plateau,249.0,5.4,50,76,2
U105,2025-10-27,FB_A,squat,,,3,5,72.5,deload,-7.5,deload_after_plateau,249.0,5.4,50,76,2
U105,2025-10-29,FB_B,deadlift,,,3,5,122.5,deload,-12.5,deload_after_plateau,249.6,5.7,37,88,10
U105,2025-10-29,FB_B,ohp,,,3,5,55.0,deload,-5.0,deload_after_plateau,249.6,5.7,37,88,10
U105,2025-10-31,FB_A,bench,,,3,5,57.5,deload,-7.5,deload_after_plateau,249.1,5.6,36,78,7
U105,2025-10-31,FB_A,squat,,,3,5,65.0,deload,-7.5,deload_after_plateau,249.1,5.6,36,78,7
U105,2025-11-03,FB_A,bench,,,3,5,52.5,deload,-5.0,deload_after_plateau,249.0,5.6,35,75,7
U105,2025-11-03,FB_A,squat,,leg_press,3,5,100.0,deload,35.0,deload_after_plateau_substitution,249.0,5.6,35,75,7
U105,2025-11-05,FB_B,deadlift,,,3,5,110.0,deload,-12.5,deload_after_plateau,249.0,4.8,42,73,8
U105,2025-11-05,FB_B,ohp,,,3,5,50.0,deload,-5.0,deload_after_plateau,249.0,4.8,42,73,8
U105,2025-11-07,FB_A,bench,,,3,5,47.5,deload,-5.0,deload_after_plateau,248.3,5.1,48,78,7
U105,2025-11-07,FB_A,squat,,leg_press,3,5,157.5,deload,57.5,deload_after_plateau_substitution,248.3,5.1,48,78,7
U105,2025-11-10,FB_A,bench,,,3,5,42.5,deload,-5.0,deload_after_plateau,247.8,6.3,34,76,8
U105,2025-11-10,FB_A,squat,,leg_press,3,5,250.0,deload,92.5,deload_after_plateau_substitution,247.8,6.3,34,76,8
U105,2025-11-12,FB_B,deadlift,,,3,5,100.0,deload,-10.0,deload_after_plateau,248.5,5.3,51,79,10
U105,2025-11-12,FB_B,ohp,,,3,5,45.0,deload,-5.0,deload_after_plateau,248.5,5.3,51,79,10
U105,2025-11-14,FB_A,bench,,,3,5,37.5,deload,-5.0,deload_after_plateau,248.6,4.8,38,78,4
U105,2025-11-14,FB_A,squat,,leg_press,3,5,395.0,deload,145.0,deload_after_plateau_substitution,248.6,4.8,38,78,4
U105,2025-11-17,FB_A,bench,,,3,5,35.0,deload,-2.5,deload_after_plateau,248.5,5.9,42,81,5
U105,2025-11-17,FB_A,squat,,leg_press,3,5,620.0,deload,225.0,deload_after_plateau_substitution,248.5,5.9,42,81,5
U105,2025-11-19,FB_B,deadlift,,,3,5,90.0,deload,-10.0,deload_after_plateau,247.9,6.2,37,69,4
U105,2025-11-19,FB_B,ohp,,,3,5,42.5,decrease_small,-2.5,hold_at_target_rpe_and_low_readiness,247.9,6.2,37,69,4
U105,2025-11-21,FB_A,bench,,,3,5,32.5,deload,-2.5,deload_after_plateau,248.4,4.9,47,80,7
U105,2025-11-21,FB_A,squat,,leg_press,3,5,975.0,deload,355.0,deload_after_plateau_substitution,248.4,4.9,47,80,7
U105,2025-11-24,FB_A,bench,,,3,5,30.0,deload,-2.5,deload_after_plateau,247.7,6.2,40,76,6
U105,2025-11-24,FB_A,squat,,leg_press,3,5,1535.0,deload,560.0,deload_after_plateau_substitution,247.7,6.2,40,76,6
U105,2025-11-26,FB_B,deadlift,,,3,5,80.0,deload,-10.0,deload_after_plateau,248.0,4.9,28,72,6
U105,2025-11-26,FB_B,ohp,,,3,5,37.5,deload,-5.0,deload_after_plateau,248.0,4.9,28,72,6
U105,2025-11-28,FB_A,bench,,,3,5,27.5,deload,-2.5,deload_after_plateau,247.5,5.3,36,81,9
U105,2025-11-28,FB_A,squat,,leg_press,3,5,2420.0,deload,885.0,deload_after_plateau_substitution,247.5,5.3,36,81,9
U105,2025-12-01,FB_A,bench,,,3,5,25.0,deload,-2.5,deload_planned,247.2,5.6,34,79,10
U105,2025-12-01,FB_A,squat,,leg_press,3,5,3810.0,deload,1390.0,deload_planned_substitution,247.2,5.6,34,79,10
U105,2025-12-03,FB_B,deadlift,,,3,5,72.5,deload,-7.5,deload_planned,248.1,6.2,48,74,8
U105,2025-12-03,FB_B,ohp,,,3,5,35.0,deload,-2.5,deload_planned,248.1,6.2,48,74,8
U105,2025-12-05,FB_A,bench,,,3,5,22.5,deload,-2.5,deload_planned,247.4,5.2,32,81,9
U105,2025-12-05,FB_A,squat,,leg_press,3,5,6002.5,deload,2192.5,deload_planned_substitution,247.4,5.2,32,81,9
U105,2025-12-08,FB_A,bench,,,3,5,20.0,deload,-2.5,deload_after_plateau,246.9,5.1,38,82,9
U105,2025-12-08,FB_A,squat,,leg_press,3,5,9455.0,deload,3452.5,deload_after_plateau_substitution,246.9,5.1,38,82,9
U105,2025-12-10,FB_B,deadlift,,,3,5,65.0,deload,-7.5,deload_after_plateau,247.3,5.1,51,82,7
U105,2025-12-10,FB_B,ohp,,,3,5,32.5,deload,-2.5,deload_after_plateau,247.3,5.1,51,82,7
U105,2025-12-12,FB_A,bench,,,3,5,17.5,deload,-2.5,deload_after_plateau,247.4,4.8,32,85,7
U105,2025-12-12,FB_A,squat,,leg_press,3,5,14892.5,deload,5437.5,deload_after_plateau_substitution,247.4,4.8,32,85,7
U105,2025-12-15,FB_A,bench,,,3,5,15.0,deload,-2.5,deload_after_plateau,246.4,5.8,32,74,5
U105,2025-12-15,FB_A,squat,,leg_press,3,5,23455.0,deload,8562.5,deload_after_plateau_substitution,246.4,5.8,32,74,5
U105,2025-12-17,FB_B,deadlift,,,3,5,57.5,deload,-7.5,deload_after_plateau,247.2,4.8,38,83,8
U105,2025-12-17,FB_B,ohp,,,3,5,30.0,deload,-2.5,deload_after_plateau,247.2,4.8,38,83,8
U105,2025-12-19,FB_A,bench,,,3,5,12.5,deload,-2.5,deload_after_plateau,246.5,5.5,37,88,5
U105,2025-12-19,FB_A,squat,,leg_press,3,5,36942.5,deload,13487.5,deload_after_plateau_substitution,246.5,5.5,37,88,5
U105,2025-12-22,FB_A,bench,,,3,5,10.0,deload,-2.5,deload_after_plateau,246.7,5.1,35,76,9
U105,2025-12-22,FB_A,squat,,leg_press,3,5,58182.5,deload,21240.0,deload_after_plateau_substitution,246.7,5.1,35,76,9
U105,2025-12-24,FB_B,deadlift,,,3,5,52.5,deload,-5.0,deload_after_plateau,246.0,4.8,41,79,7
U105,2025-12-24,FB_B,ohp,,,3,5,27.5,deload,-2.5,deload_after_plateau,246.0,4.8,41,79,7
U105,2025-12-26,FB_A,bench,,,3,5,10.0,deload,0.0,deload_after_plateau,246.7,5.5,40,81,9
U105,2025-12-26,FB_A,squat,,leg_press,3,5,91640.0,deload,33457.5,deload_after_plateau_substitution,246.7,5.5,40,81,9
